A	O
RESEARCH	O
PROJECT	O
DESCRIBED	O
REFTEL	O
(A)	O
WAS	O
APPROVED	O
BY	O
REFAIR	O
B	O
,	O
WHICH	O
AUTHORIZED	O
THE	O
NOAA	null
RESEARCH	O
VESSEL	O
DISCOVERER	O
TO	O
CONDUCT	O
A	O
CIRCULATION	O
STUDY	O
IN	O
THE	LOC
STRAIT	LOC
OF	LOC
JUAN	LOC
DE	LOC
FUCA	LOC
.	O
THE	O
NEXT	O
PHASE	O
OF	O
THE	O
PROJECT	O
INVOLVES	O
RECOVERING	O
THE	O
CURRENT	O
METERS	O
DEPLOYED	O
BY	O
THE	O
DISCOVERER	O
IN	O
JUNE	O
AND	O
TAKING	O
CTD	O
STATIONS	O
AS	O
IDENTIFIED	O
ON	O
ORIGINAL	O
CHART	O
DESCRIBING	O
SURVEY	O
AREA	O
.	O
OPERATIONALLY	O
,	O
IT	O
IS	O
DESIRABLE	O
TO	O
DEPLOY	O
THE	O
NOAA	null
SHIP	O
OCEANOGRAPHER	O
TO	O
CONDUCT	O
THIS	O
PHASE	O
SCHEDULED	O
FOR	O
22	O
-29	O
SEPTEMBER	O
INSTEAD	O
OF	O
THE	O
DISCOVERER	O
.	O
EMBASSY	ORG.GOV
IS	O
REQUESTED	O
TO	O
SEEK	O
GOC	GPE.NATION
APPROVAL	O
FOR	O
SUBSTITUTION	O
AND	O
TO	O
NOTIFY	O
GOC	GPE.NATION
OF	O
22	O
-29	O
SEPTEMBER	O
RESEARCH	O
PERIOD	O
AS	O
REQUESTED	O
REF	O
B	O
.	O
OCEANOGRAPHER	O
IS	O
A	O
PUBLIC	O
VESSEL	O
OPERATED	O
BY	O
GOC	GPE.NATION
.	O
SHIP'S	PER.IND
MASTER	PER.IND
IS	O
GEORGE	PER.IND
POOR	PER.IND
WITH	O
A	O
CREW	O
OF	O
87	O
AND	O
SCIENTIFIC	O
PARTY	O
OF	O
6	O
.	O
SHIP'S	O
DIMENSIONS	O
ARE:	O
LENGTH	O
303	O
FT	O
,	O
BEAM	O
52	O
FT	O
,	O
DRAFT	O
18	O
.5	O
FT	O
,	O
DISPLACEMENT	O
TONNAGE	O
3959	O
.	O
EMERGENCY	O
FREQUENCIES	O
ARE	O
CONTINUOUSLY	O
MONITORED	O
AT	O
SEA	O
.	O
RADIO	O
CALL	O
SIGN	O
IS	O
WTEP	O
.	O
CHRISTOPHER	PER.IND
