BEGIN	O
SUMMARY:	O
THOUGH	O
GHASHMI	null
HAS	O
SURVIVED	O
FOR	O
A	O
WEEK	O
HE	null
FACES	O
ACUTE	O
SECURITY	O
AND	O
POLITICAL	O
PROBLEMS	O
.	O
HE	null
IS	O
MOVING	O
TO	O
MEET	O
BOTH	O
APPARENTLY	O
BUTH	O
WHETHER	O
HE	null
IS	O
MOVING	O
QUICKLY	O
AND	O
ADROITLY	O
ENOUGH	O
REMAINS	O
TO	O
BE	O
SEEN	O
.	O
END	O
SUMMARY	O
.	O
IN	O
HIS	null
FIRST	O
WEEK	O
OF	O
OFFICE	O
GHASHMI	null
SEEMS	O
,	O
AGAINST	O
ALL	O
ODDS	O
,	O
TO	O
HAVE	O
LINED	O
UP	O
MOST	O
MAJOR	O
UNIT	O
COMMANDERS	O
WITH	O
HIM	O
.	O
HE	null
AT	O
LEAST	O
DOES	O
NOT	O
FACE	O
OPEN	O
OPPOSITION	O
FROM	O
ANY	O
MILITARY	O
QUARTER	O
AND	O
HAS	O
A	O
SOLID	O
BASE	O
OF	O
SUPPORT	O
IN	O
CERTAIN	O
KEY	O
UNITS	O
LIKE	O
HIS	null
OLD	O
SANA	GPE.SPECIAL
ARMORED	O
GROUP	O
.	O
KEY	O
COMMANDERS	O
HAVE	O
APPEARED	O
AT	O
HIS	null
SIDE	O
IN	O
PUBLIC	O
.	O
THERE	O
IS	O
STILL	O
POTENTIAL	O
FOR	O
INTRA	O
-ARMY	ORG.GOV
CONFLICT	O
OF	O
SORT	O
WHICH	O
ALL	O
SANA	GPE.SPECIAL
HAS	O
BRACED	O
ITSELF	GPE.SPECIAL
FOR	O
THIS	O
WEEK	O
.	O
WEEK	O
OF	O
CALM	O
COULD	O
HAVE	O
BEEN	O
WEEK	O
OF	O
CONSPIRACY	O
WHICH	O
WE	ORG.GOV
WOULD	O
NOT	O
DISCOVER	O
UNTIL	O
COALITION	O
OF	O
ANTI	O
-GHASHMI	null
U	O
ITES	O
MOVES	O
AGAINST	O
HEADQUARTERS	GPE.SPECIAL
.	O
NEVERTHELESS	O
,	O
WE	ORG.GOV
VENTURE	O
TO	O
TAKE	O
MORE	O
OPTIMISTIC	O
VIEW	O
AND	O
SAY	O
THAT	O
PERIOD	O
OF	O
WORST	O
SECURITY	O
CRISIS	O
HS	O
PASSED	O
WITH	O
RESULTS	O
THAT	O
ARE	O
BASICALLY	O
FAVORABLE	O
TO	O
GHASHMI	null
;	O
THAT	O
IS	O
,	O
HE	null
IS	O
STILL	O
ALIVE	O
AND	O
IN	O
POWER	O
.	O
THERE	O
IS	O
EVIDENCE	O
THAT	O
PDRY	GPE.SPECIAL
WAS	O
CAUGHT	O
FLAT	O
-	O
FOOTED	O
BY	O
MURDERS	O
,	O
AND	O
IMMEDIATELY	O
ALERTED	O
UNITS	O
AND	O
MOVED	O
SOME	O
FORCES	O
TOWARDS	O
NORTHERN	O
BORDER	O
.	O
MOVES	O
APPEAR	O
DEFENSIVE	O
,	O
AND	O
WERE	O
QUICKLY	O
SHUT	O
DOWN	O
,	O
ACCORDING	O
TO	O
UK	GPE.SPECIAL
REPORTING	O
OUT	O
OF	O
ADEN	GPE.SPECIAL
.	O
NO	O
ONE	O
DOUBTS	O
HOPE	O
AND	O
ABILITY	O
OF	O
SOUTH	GPE.SPECIAL
YEMEN	GPE.SPECIAL
TO	O
EXPOLIT	O
INSTABILITY	O
