WE	null
TOO	O
ARE	O
SOMEWHAT	O
PUZZLED	O
BY	O
THE	O
PROCESS	O
EMPLOYED	O
BY	O
SUDANGOV	GPE.NATION
TO	O
DETERMINE	O
DEVELOPMENT	O
BUDGET	O
FOR	O
1978	O
-79	O
.	O
METHOD	O
OF	O
DETERMINING	O
DEVELOPMENT	O
FUNDING	O
IS	O
NEW	O
,	O
PRESENT	O
-	O
ATION	O
BY	O
THE	O
MINNATPLAN	ORG.GOV
IS	O
NOVEL	O
,	O
AND	O
PEOPLE'S	ORG.GOV
ASSEMBLY	ORG.GOV
IS	O
STILL	O
FEELING	O
ITS	ORG.GOV
WAY	O
AS	O
A	O
PLAYER	O
IN	O
THE	O
BUDGET	O
PROCES	O
-	O
AS	O
A	O
RESULT	O
,	O
THE	O
PARTICIPANTS	O
IN	O
THE	O
PROCESS	O
MAY	O
WELL	O
BE	O
AS	O
UNCERTAIN	O
OF	O
THE	O
OUTCOME	O
AS	O
WE	null
ARE	O
.	O
WE	null
MANAGED	O
TO	O
CLARIFY	O
SOMEWHAT	O
THE	O
SITUATION	O
DESCRIBED	O
REF	O
A	O
,	O
AND	O
WITHOUT	O
STICKING	O
OUT	O
OUR	null
NECK	O
TOO	O
FAR	O
,	O
SUGGEST	O
THAT	O
BUDGET	O
STILL	O
FOLLOWS	O
A	O
PATH	O
REFLECTING	O
RESTRAINT	O
IN	O
EXPENDITURE	O
WHICH	O
SHOULD	O
MEET	O
IMF	ORG.MED
REQUIREMENTS	O
.	O
AS	O
WE	null
NOW	O
UNDERSTAND	O
SITUATION	O
,	O
MINFIN	PER.IND
PRESENTED	O
THE	O
ACUTAL	O
BUDGET	O
PROPOSAL	O
FOR	O
DEVELOPMENT	O
AND	O
THE	O
FIGURES	O
HE	PER.IND
OFFERED	O
INDICATE	O
THE	O
AMOUNT	O
WHICH	O
THE	PER.IND
MINFIN	PER.IND
WILL	O
PROVIDE	O
TO	O
MINNATPLAN	ORG.GOV
FOR	O
DEVELOPMENT	O
EXPENDITURES	O
.	O
THIS	O
BUDGET	O
PROPOSAL	O
IS	O
NOW	O
BEING	O
DEBATED	O
IN	O
THE	ORG.GOV
PEOPLE'S	ORG.GOV
ASSEMBLY	ORG.GOV
.	O
THERE	O
HAS	O
BEEN	O
SUBSTANTIAL	O
CRITICISM	O
OF	O
THE	O
BUDGET	O
IN	O
THE	ORG.GOV
ASSEMBLY	ORG.GOV
(MOST	O
REPRESENTATIVES	O
ARE	O
LOOKING	O
FOR	O
MORE	O
MONEY	O
FOR	O
THEIR	O
OWN	O
PROVINCES	O
,	O
ALTHOUGH	O
MORE	O
GENERAL	O
CRITICISM	O
OF	O
THE	O
PROPOSAL'S	O
INADEQUATE	O
ATTENTION	O
TO	O
DEVELOPMENT	O
HAS	O
ALSO	O
BEEN	O
VOICED)	O
,	O
AND	O
DEBATE	O
WILL	O
LAST	O
FOR	O
AT	O
LEAST	O
ANOTHER	O
WEEK	O
.	O
WHILE	O
ASSEMBLY	ORG.GOV
MEMBERS	ORG.GOV
SEEM	O
TO	O
ENJOY	O
OPPORTUNITY	O
TO	O
LAMBASTE	O
VARIOUS	O
GOVERNMENT	GPE.NATION
PROGRAMS	O
AND	O
AIR	O
THEIR	ORG.GOV
GRIEVANCES	O
IN	O
A	O
FORUM	O
WHICH	O
GARNERS	O
THEM	ORG.GOV
SUBSTANTIAL	O
PUBLICITY	O
,	O
WE	null
EXPECT	O
FINMIN'S	PER.IND
BUDGET	O
PROPOSAL	O
TO	O
BE	O
APPROVED	O
.	O
APPROVAL	O
SHOULD	O
COME	O
SOMETIME	O
AFTER	O
JUNE	O
24	O
.	O
ALONG	O
WITH	O
,	O
BUT	O
SEPARATE	O
FROM	O
,	O
