MFA	null
OFFICIALS	null
HAVE	O
INFORMED	O
E/C	PER.IND
COUNSELOR	PER.IND
THAT	O
,	O
TO	O
THEIR	null
KNOWLEDGE	O
,	O
THE	PER.IND
SOLE	PER.IND
SWEDISH	PER.IND
RECIPIENT	PER.IND
OF	PER.IND
A	PER.IND
TARGET	PER.IND
LETTER	PER.IND
FROM	O
JUSTICE	ORG.GOV
IS	O
ARNE	PER.IND
KOCH	PER.IND
,	O
AN	O
EXECUTIVE	PER.IND
OF	PER.IND
THE	PER.IND
SHIPPING	PER.IND
LINE	PER.IND
BROSTROM	PER.IND
.	O
KOCH	PER.IND
HAS	O
BEEN	O
IN	O
TOUCH	O
WITH	O
THE	null
MFA	null
,	O
AND	O
HAS	O
SAID	O
HE	PER.IND
WILL	O
SEEK	O
ACTION	O
THROUGH	O
THE	ORG.COM
SWEDISH	ORG.COM
SHIPOWNERS	ORG.COM
ASSOCIATION	ORG.COM
,	O
ALTHOUGH	O
HE	PER.IND
DID	O
NOT	O
SPECIFY	O
WHAT	O
ACTION	O
HE	PER.IND
SEEKS	O
.	O
MFA	null
OFFICIALS	null
RAISED	O
THIS	O
TOPIC	O
IN	O
A	O
LOW	O
KEY	O
(DURING	O
THE	O
COURSE	O
OF	O
A	O
SCHEDULED	O
GET	O
-TOGETHER	O
ON	O
ANOTHER	O
TOPIC)	O
,	O
AND	O
INDICATED	O
THEY	null
ARE	O
AWAITING	O
WORD	O
FROM	O
THE	ORG.COM
SWEDISH	ORG.COM
SHIPOWNERS	ORG.COM
ASSOCIATION	ORG.COM
BEFORE	O
DECIDING	O
HOW	O
TO	O
PROCEED	O
.	O
THEY	null
STRESSED	O
THAT	O
KOCH	PER.IND
COULD	O
AVAIL	O
HIMSELF	PER.IND
OF	O
A	O
SWEDISH	GPE.SPECIAL
LAW	O
WHICH	O
PROHIBITS	O
INDIVIDUALS	O
FROM	O
GIVING	O
CERTAIN	O
INFORMATION	O
TO	O
OTHER	O
GOVERNMENTS	O
.	O
THEY	null
ALSO	O
COMMENTED	O
THAT	O
THE	O
TEXT	O
OF	O
JUSTICE'S	ORG.GOV
TARGET	O
LETTER	O
,	O
AS	O
RELEASED	O
TO	O
THEM	null
FROM	O
THEIR	null
EMBASSY	ORG.GOV
IN	ORG.GOV
WASHINGTON	ORG.GOV
,	O
SEEMS	O
UNNECESSARILY	O
HARSH	O
,	O
AND	O
SOMEWHAT	O
UNSUITABLE	O
FOR	O
SENDING	O
TO	O
NON	O
-AMERICANS	GPE.SPECIAL
SINCE	O
THE	O
WORDING	O
IS	O
EVIDENTLY	O
BOILER	O
-PLATE	O
INTENDED	O
FOR	O
TRANSMITTAL	O
TO	O
US	GPE.SPECIAL
RESIDENTS	GPE.SPECIAL
(E	O
.G	O
.	O
,	O
ITS	O
INVITATION	O
TO	O
THE	O
RECIPIENT	O
TO	O
TELEPHONE	O
JUSTICE	ORG.GOV
TO	O
DISCUSS	O
THE	O
MATTER)	O
.	O
EMBASSY	ORG.GOV
COMMENT:	O
WHILE	O
THE	null
SWEDES	null
ARE	O
PLAYING	O
A	O
LOW	O
KEY	O
ON	O
THIS	O
MATTER	O
SO	O
FAR	O
,	O
THERE	O
IS	O
NO	O
DOUBT	O
THAT	O
THEY	null
ARE	O
PREPARED	O
TO	O
MOVE	O
VIGOROUSLY	O
ONCE	O
THEY	null
HAVE	O
COORDINATED	O
WITH	O
THE	ORG.COM
SWEDISH	ORG.COM
SHIPOWNERS	ORG.COM
ASSOCIATION	ORG.COM
.	O
KENNEDY	PER.IND
-MINOTT	PER.IND
