RAYMOND	null
SIMMONET	null
,	O
RESPONSIBLE	O
FOR	O
FISHERIES	O
QUESTIONS	O
IN	O
THE	ORG.GOV
EC	ORG.GOV
COMMISSION'S	ORG.GOV
DIRECTORATE	ORG.GOV
FOR	ORG.GOV
EXTERNAL	ORG.GOV
AFFAIRS	ORG.GOV
(DG	ORG.GOV
I)	ORG.GOV
,	O
WELCOMES	O
SUBSTANTIVE	O
FISHERY	O
DISCUSSIONS	O
AS	O
PRO	O
-	O
POSED	O
REF	O
A	O
.	O
HE	null
EXPRESSED	O
THE	O
HOPE	O
THEY	PER.GROUP
WILL	O
ADVANCE	O
AN	O
AGREEMENT	O
WHICH	O
CAN	O
BE	O
SIGNED	O
BY	O
BOTH	PER.GROUP
PARTIES	PER.GROUP
IN	O
THE	O
NEAR	O
FUTURE	O
.	O
THE	ORG.GOV
COMMISSION	ORG.GOV
HAS	O
MADE	O
ARRANGEMENTS	O
FOR	O
DISCUS	O
-	O
SIONS	O
TO	O
BE	O
HELD	O
BEGINNING	O
AT	O
10:00	O
A	O
.M	O
.	O
ON	O
BOTH	O
NOVEMBER	O
8	O
AND	O
9	O
.	O
ADDITIONAL	O
DISCUSSIONS	O
ALSO	O
POSSIBLE	O
ON	O
NOVEMBER	O
10	O
IF	O
NECESSARY	O
.	O
MISSION	PER.IND
OFFICER	PER.IND
INFORMED	O
SIMMONET	null
,	O
WHO	O
WILL	O
PROBABLY	O
HEAD	O
EC	ORG.GOV
SIDE	O
IN	O
DISCUSSIONS	O
,	O
OF	O
THE	O
SUBSTANCE	O
OF	O
REF	O
A	O
AND	O
PROVIDED	O
THE	O
QUESTIONS	O
CITED	O
IN	O
PARAGRAPH	O
6	O
IN	O
WRITING	O
TO	O
FACILITATE	O
COMMISSION	ORG.GOV
CONSIDERATION	O
.	O
ACTION	O
REQUESTED:	O
AT	O
THE	O
REQUEST	O
OF	O
THE	ORG.GOV
COMMIS	ORG.GOV
-	ORG.GOV
SION	ORG.GOV
,	O
PROVIDE	O
THE	O
NAMES	O
AND	O
TITLES	O
OF	O
THE	O
MEMBERS	O
OF	O
THE	PER.GROUP
US	PER.GROUP
FISHERIES	PER.GROUP
TEAM	PER.GROUP
WHO	O
ARE	O
COMING	O
TO	O
BRUSSELS	GPE.SPECIAL
AS	O
SOON	O
AS	O
POSSIBLE	O
.	O
ALSO	O
ADVISE	O
TRAVEL	O
ARRANGEMENTS	O
AND	O
REQUIREMENTS	O
FOR	O
HOTEL	O
ACCOMODATIONS	O
.	O
HINTON	PER.IND
