THE	O
SOUTH	GPE.NATION
AFRICAN	GPE.NATION
REACTION	O
TO	O
THE	PER.IND
DCM'S	PER.IND
DECEMBER	O
5	O
PRESENTATON	O
TO	O
UNDER	PER.IND
SECRETARY	PER.IND
BECKER	PER.IND
OF	O
OUR	ORG.GOV
CONCERNS	O
ABOUT	O
THE	O
CHIMOIO	LOC
RAID	O
AND	O
ITS	O
DETRIMENTAL	O
AFFECT	O
ON	O
THE	O
PROSPECTS	O
FOR	O
A	O
PEACEFUL	O
RHODESIAN	GPE.SPECIAL
SETTLEMENT	O
REFLECTS	O
AN	O
ACUTE	O
SENSITIVITY	O
OF	O
THE	GPE.NATION
COUNTRY'S	GPE.NATION
LEADERSHIP	GPE.NATION
	O
FOLLOWING	O
THE	O
EVENTS	O
OF	O
OCTOBER	O
19	O
.	O
FOR	O
THE	O
RECORD	O
AND	O
POSSIBLE	O
USE	O
IN	O
ANY	O
REPLY	O
OR	O
COMMENT	O
WHICH	O
THE	ORG.GOV
DEPARTMENT	ORG.GOV
MAY	O
DECIDE	O
TO	O
MAKE	O
TO	O
THE	O
SOUTH	GPE.SPECIAL
AFRICAN	GPE.SPECIAL
AIDE	O
MEMOIRE	O
THERE	O
FOLLOWS	O
A	O
FULL	O
ACCOUNT	O
OF	O
HOW	O
THE	O
POINTS	O
ON	O
THE	O
CHIMOIO	LOC
	O
RAID	O
WERE	O
PRESENTED	O
TO	O
DFA	ORG.GOV
.	O
AS	O
NOTED	O
IN	O
PRETORIA	GPE.SPECIAL
6645	O
,	O
WE	ORG.GOV
ACTED	O
ON	O
STATE	ORG.GOV
289251	O
UPON	O
RECEIPT	O
.	O
I	PER.IND
HANDLED	O
THE	O
APPROACH	O
TO	O
HAWKINS	PER.IND
.	O
IN	O
THE	O
ABSENCE	O
OF	O
BOTHA	PER.IND
AND	O
FOURIE	PER.IND
(AT	O
THE	O
BOPHUTHATSWANA	LOC
INDEPENDENCE	O
CEREMONIES)	O
AND	O
VAN	PER.IND
DALSEN	PER.IND
(ON	O
VACATION)	O
I	PER.IND
ASKED	O
DCM	PER.IND
TO	O
SEE	O
NEXT	O
IN	O
LINE	O
OF	O
COMMAND:	O
JOHN	PER.IND
BECKER	PER.IND
,	O
UNDER	PER.IND
SECRETARY	PER.IND
,	PER.IND
NORTH	PER.IND
AND	PER.IND
LATIN	PER.IND
AMERICAN	PER.IND
DIVISION	PER.IND
OF	PER.IND
DFA	PER.IND
.	O
DCM	PER.IND
PREFACED	O
HIS	PER.IND
ORAL	O
PRESENTATION	O
OF	O
THE	O
POINTS	O
CON	O
-	O
TAINED	O
STATE	ORG.GOV
289251	O
WITH	O
THREE	O
OBSERVATIONS:	O
(A)	O
GIVEN	O
THE	O
SIGNIFICANCE	O
AND	O
URGENCY	O
OF	O
THE	O
MATTER	O
,	O
HE	PER.IND
WAS	O
MAKING	O
THE	O
PRESENTATION	O
TO	O
BECKER	PER.IND
RATHER	O
THAN	O
AWAIT	O
THE	O
AVAILABILITY	O
OF	O
BOTHA	PER.IND
OR	O
FOURIE	PER.IND
SEVERAL	O
DAYS	O
LATER	O
;	O
(B)	O
IN	O
LIGHT	O
OF	O
THE	O
DEGREE	O
OF	O
SOUTH	GPE.SPECIAL
AFRICA'S	GPE.SPECIAL
INTEREST	O
IN	O
THE	O
RHODESIAN	GPE.SPECIAL
PROBLEM	O
,	O
WE	ORG.GOV
BELIEVED	O
IT	O
IMPORTANT	O
FOR	O
THE	GPE.NATION
SAG	GPE.NATION
TO	O
HAVE	O
OUR	ORG.GOV
VIEWS	O
;	O
(C)	O
FOLLOWING	O
THE	O
ORAL	O
PRESENTATION	O
,	O
BECKER	PER.IND
WOULD	O
BE	O
PROVIDED	O
A	O
COPY	O
OF	O
OUR	ORG.GOV
